problem_id,worker_role,worker_domain,problem_title,problem_description,type_of_issue,impacted_users_estimate,public_reputation_risk,revenue_impact_estimate,time_to_fix_estimate_hours,label
P0907,Content Moderator,User Experience,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,595742,1,0,62,hair_on_fire
P0908,Content Moderator,Trust & Safety,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,598159,1,12809,64,hair_on_fire
P0909,Engineer,Accessibility,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,520960,1,0,40,hair_on_fire
P0910,Marketer,Developer Tools,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,521191,0,70232,29,hair_on_fire
P0911,Policy Analyst,Monetization,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,311862,1,81863,13,hair_on_fire
P0912,Engineer,Trust & Safety,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,70637,1,45523,11,hair_on_fire
P0913,Policy Analyst,Monetization,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,695784,1,0,53,hair_on_fire
P0914,Policy Analyst,User Experience,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,923787,0,67662,25,hair_on_fire
P0915,Community Manager,Accessibility,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,281051,1,95238,9,hair_on_fire
P0916,Product Designer,Trust & Safety,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,155020,0,0,40,vitamin
P0917,Data Scientist,Developer Tools,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,902070,0,54059,36,hair_on_fire
P0918,Policy Analyst,Growth,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,720319,0,14884,21,hair_on_fire
P0919,Product Designer,Platform Integrity,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,835862,1,73377,57,hair_on_fire
P0920,Data Scientist,Platform Integrity,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,167199,1,0,35,hair_on_fire
P0921,Policy Analyst,Growth,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,757668,1,7251,12,hair_on_fire
P0922,Marketer,Monetization,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,944421,1,88037,13,hair_on_fire
P0923,Data Scientist,Growth,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,117469,0,76076,69,hair_on_fire
P0924,Policy Analyst,User Experience,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,249741,0,41079,44,hair_on_fire
P0925,Data Scientist,Accessibility,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,228698,0,0,29,hair_on_fire
P0926,Policy Analyst,User Experience,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,266759,0,49113,16,hair_on_fire
P0927,Marketer,Developer Tools,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,716003,0,18993,48,hair_on_fire
P0928,Community Manager,Trust & Safety,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,22197,0,86798,8,hair_on_fire
P0929,Product Designer,Monetization,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,324391,1,89816,17,hair_on_fire
P0930,Product Designer,User Experience,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,8348,1,33493,40,hair_on_fire
P0931,Engineer,Accessibility,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,220706,0,82752,42,hair_on_fire
P0932,Data Scientist,Platform Integrity,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,908633,0,64447,62,hair_on_fire
P0933,Data Scientist,Trust & Safety,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,919450,0,91551,35,hair_on_fire
P0934,Engineer,Trust & Safety,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,631464,1,3584,8,hair_on_fire
P0935,Research Scientist,User Experience,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,3325,1,0,41,vitamin
P0936,Marketer,Core Engineering,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,165588,0,85089,18,hair_on_fire
P0937,Data Scientist,Trust & Safety,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,501702,0,0,43,vitamin
P0938,Policy Analyst,Accessibility,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,434731,1,0,50,vitamin
P0939,Product Designer,Platform Integrity,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,968053,0,60610,27,hair_on_fire
P0940,Policy Analyst,Growth,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,420615,1,19562,13,hair_on_fire
